siteid,Name,month,year,years_fire,pre_post_fire,burned,closed_ever,tot_vis,closed_month,d2p
CRG_013,Cherry Orchard FCG trail,7,2015,-3,pre,no,no,171,open,2015-07-15
CRG_013,Cherry Orchard FCG trail,7,2016,-2,pre,no,no,122,open,2016-07-15
CRG_013,Cherry Orchard FCG trail,7,2017,-1,pre,no,no,153,open,2017-07-15
CRG_013,Cherry Orchard FCG trail,7,2018,0,post,no,no,209,open,2018-07-15
CRG_013,Cherry Orchard FCG trail,7,2019,1,post,no,no,209,open,2019-07-15
CRG_013,Cherry Orchard FCG trail,8,2015,-3,pre,no,no,108,open,2015-08-15
CRG_013,Cherry Orchard FCG trail,8,2016,-2,pre,no,no,130,open,2016-08-15
CRG_013,Cherry Orchard FCG trail,8,2017,-1,pre,no,no,123,open,2017-08-15
CRG_013,Cherry Orchard FCG trail,8,2018,0,post,no,no,204,open,2018-08-15
CRG_013,Cherry Orchard FCG trail,8,2019,1,post,no,no,221,open,2019-08-15
CRG_013,Cherry Orchard FCG trail,9,2014,-3,pre,no,no,95,open,2014-09-15
CRG_013,Cherry Orchard FCG trail,9,2015,-2,pre,no,no,94,open,2015-09-15
CRG_013,Cherry Orchard FCG trail,9,2016,-2,pre,no,no,27,open,2016-09-15
CRG_013,Cherry Orchard FCG trail,9,2016,-1,pre,no,no,88,open,2016-09-15
CRG_013,Cherry Orchard FCG trail,9,2017,0,post,no,no,79,open,2017-09-15
CRG_013,Cherry Orchard FCG trail,9,2018,1,post,no,no,106,open,2018-09-15
CRG_013,Cherry Orchard FCG trail,10,2014,-3,pre,no,no,65,open,2014-10-15
CRG_013,Cherry Orchard FCG trail,10,2015,-2,pre,no,no,84,open,2015-10-15
CRG_013,Cherry Orchard FCG trail,10,2016,-1,pre,no,no,38,open,2016-10-15
CRG_013,Cherry Orchard FCG trail,10,2017,0,post,no,no,61,open,2017-10-15
CRG_013,Cherry Orchard FCG trail,10,2018,1,post,no,no,77,open,2018-10-15
CRG_013,Cherry Orchard FCG trail,11,2014,-3,pre,no,no,36,open,2014-11-15
CRG_013,Cherry Orchard FCG trail,11,2015,-2,pre,no,no,34,open,2015-11-15
CRG_013,Cherry Orchard FCG trail,11,2016,-1,pre,no,no,37,open,2016-11-15
CRG_013,Cherry Orchard FCG trail,11,2017,0,post,no,no,39,open,2017-11-15
CRG_013,Cherry Orchard FCG trail,11,2018,1,post,no,no,72,open,2018-11-15
CRG_013,Cherry Orchard FCG trail,12,2014,-3,pre,no,no,19,open,2014-12-15
CRG_013,Cherry Orchard FCG trail,12,2015,-2,pre,no,no,23,open,2015-12-15
CRG_013,Cherry Orchard FCG trail,12,2016,-1,pre,no,no,29,open,2016-12-15
CRG_013,Cherry Orchard FCG trail,12,2017,0,post,no,no,27,open,2017-12-15
CRG_013,Cherry Orchard FCG trail,12,2018,1,post,no,no,25,open,2018-12-15
CRG_014,Tom McCall TNC trail,1,2015,-3,pre,no,no,45,open,2015-01-15
CRG_014,Tom McCall TNC trail,1,2016,-2,pre,no,no,33,open,2016-01-15
CRG_014,Tom McCall TNC trail,1,2017,-1,pre,no,no,59,open,2017-01-15
CRG_014,Tom McCall TNC trail,1,2018,0,post,no,no,356,open,2018-01-15
CRG_014,Tom McCall TNC trail,1,2019,1,post,no,no,641,open,2019-01-15
CRG_014,Tom McCall TNC trail,2,2015,-3,pre,no,no,95,open,2015-02-15
CRG_014,Tom McCall TNC trail,2,2016,-2,pre,no,no,93,open,2016-02-15
CRG_014,Tom McCall TNC trail,2,2017,-1,pre,no,no,45,open,2017-02-15
CRG_014,Tom McCall TNC trail,2,2018,0,post,no,no,584,open,2018-02-15
CRG_014,Tom McCall TNC trail,2,2019,1,post,no,no,625,open,2019-02-15
CRG_014,Tom McCall TNC trail,3,2015,-3,pre,no,no,126,open,2015-03-15
CRG_014,Tom McCall TNC trail,3,2016,-2,pre,no,no,334,open,2016-03-15
CRG_014,Tom McCall TNC trail,3,2017,-1,pre,no,no,141,open,2017-03-15
CRG_014,Tom McCall TNC trail,3,2018,0,post,no,no,2091,open,2018-03-15
CRG_014,Tom McCall TNC trail,3,2019,1,post,no,no,1736,open,2019-03-15
CRG_014,Tom McCall TNC trail,4,2015,-3,pre,no,no,784,open,2015-04-15
CRG_014,Tom McCall TNC trail,4,2016,-2,pre,no,no,1402,open,2016-04-15
CRG_014,Tom McCall TNC trail,4,2017,-1,pre,no,no,480,open,2017-04-15
CRG_014,Tom McCall TNC trail,4,2018,0,post,no,no,2739,open,2018-04-15
CRG_014,Tom McCall TNC trail,4,2019,1,post,no,no,3460,open,2019-04-15
CRG_014,Tom McCall TNC trail,5,2015,-3,pre,no,no,557,open,2015-05-15
CRG_014,Tom McCall TNC trail,5,2016,-2,pre,no,no,1298,open,2016-05-15
CRG_014,Tom McCall TNC trail,5,2017,-1,pre,no,no,2372,open,2017-05-15
CRG_014,Tom McCall TNC trail,5,2018,0,post,no,no,8490,open,2018-05-15
CRG_014,Tom McCall TNC trail,5,2019,1,post,no,no,9304,open,2019-05-15
CRG_014,Tom McCall TNC trail,6,2015,-3,pre,no,no,193,open,2015-06-15
CRG_014,Tom McCall TNC trail,6,2016,-2,pre,no,no,836,open,2016-06-15
CRG_014,Tom McCall TNC trail,6,2017,-1,pre,no,no,2141,open,2017-06-15
CRG_014,Tom McCall TNC trail,6,2018,0,post,no,no,3196,open,2018-06-15
CRG_014,Tom McCall TNC trail,6,2019,1,post,no,no,3435,open,2019-06-15
CRG_014,Tom McCall TNC trail,7,2015,-3,pre,no,no,250,open,2015-07-15
CRG_014,Tom McCall TNC trail,7,2016,-2,pre,no,no,505,open,2016-07-15
CRG_014,Tom McCall TNC trail,7,2017,-1,pre,no,no,2424,open,2017-07-15
CRG_014,Tom McCall TNC trail,7,2018,0,post,no,no,2529,open,2018-07-15
CRG_014,Tom McCall TNC trail,7,2019,1,post,no,no,4055,open,2019-07-15
CRG_014,Tom McCall TNC trail,8,2015,-3,pre,no,no,186,open,2015-08-15
CRG_014,Tom McCall TNC trail,8,2016,-2,pre,no,no,371,open,2016-08-15
CRG_014,Tom McCall TNC trail,8,2017,-1,pre,no,no,1961,open,2017-08-15
CRG_014,Tom McCall TNC trail,8,2018,0,post,no,no,3337,open,2018-08-15
CRG_014,Tom McCall TNC trail,8,2019,1,post,no,no,3303,open,2019-08-15
CRG_014,Tom McCall TNC trail,9,2014,-3,pre,no,no,103,open,2014-09-15
CRG_014,Tom McCall TNC trail,9,2015,-2,pre,no,no,220,open,2015-09-15
CRG_014,Tom McCall TNC trail,9,2016,-2,pre,no,no,118,open,2016-09-15
CRG_014,Tom McCall TNC trail,9,2016,-1,pre,no,no,246,open,2016-09-15
CRG_014,Tom McCall TNC trail,9,2017,0,post,no,no,751,open,2017-09-15
CRG_014,Tom McCall TNC trail,9,2018,1,post,no,no,1627,open,2018-09-15
CRG_014,Tom McCall TNC trail,10,2014,-3,pre,no,no,73,open,2014-10-15
CRG_014,Tom McCall TNC trail,10,2015,-2,pre,no,no,175,open,2015-10-15
CRG_014,Tom McCall TNC trail,10,2016,-1,pre,no,no,184,open,2016-10-15
CRG_014,Tom McCall TNC trail,10,2017,0,post,no,no,855,open,2017-10-15
CRG_014,Tom McCall TNC trail,10,2018,1,post,no,no,1420,open,2018-10-15
CRG_014,Tom McCall TNC trail,11,2014,-3,pre,no,no,36,open,2014-11-15
CRG_014,Tom McCall TNC trail,11,2015,-2,pre,no,no,55,open,2015-11-15
CRG_014,Tom McCall TNC trail,11,2016,-1,pre,no,no,121,open,2016-11-15
CRG_014,Tom McCall TNC trail,11,2017,0,post,no,no,791,open,2017-11-15
CRG_014,Tom McCall TNC trail,11,2018,1,post,no,no,807,open,2018-11-15
CRG_014,Tom McCall TNC trail,12,2014,-3,pre,no,no,31,open,2014-12-15
CRG_014,Tom McCall TNC trail,12,2015,-2,pre,no,no,35,open,2015-12-15
CRG_014,Tom McCall TNC trail,12,2016,-1,pre,no,no,37,open,2016-12-15
CRG_014,Tom McCall TNC trail,12,2017,0,post,no,no,378,open,2017-12-15
CRG_014,Tom McCall TNC trail,12,2018,1,post,no,no,416,open,2018-12-15
CRG_015,Crawford Oaks WDNR,1,2015,-3,pre,no,no,28,open,2015-01-15
CRG_015,Crawford Oaks WDNR,1,2016,-2,pre,no,no,23,open,2016-01-15
CRG_015,Crawford Oaks WDNR,1,2017,-1,pre,no,no,28,open,2017-01-15
CRG_015,Crawford Oaks WDNR,1,2018,0,post,no,no,21,open,2018-01-15
CRG_015,Crawford Oaks WDNR,1,2019,1,post,no,no,40,open,2019-01-15
CRG_015,Crawford Oaks WDNR,2,2015,-3,pre,no,no,53,open,2015-02-15
CRG_015,Crawford Oaks WDNR,2,2016,-2,pre,no,no,32,open,2016-02-15
CRG_015,Crawford Oaks WDNR,2,2017,-1,pre,no,no,26,open,2017-02-15
CRG_015,Crawford Oaks WDNR,2,2018,0,post,no,no,36,open,2018-02-15
CRG_015,Crawford Oaks WDNR,2,2019,1,post,no,no,43,open,2019-02-15
CRG_015,Crawford Oaks WDNR,3,2015,-3,pre,no,no,62,open,2015-03-15
CRG_015,Crawford Oaks WDNR,3,2016,-2,pre,no,no,170,open,2016-03-15
CRG_015,Crawford Oaks WDNR,3,2017,-1,pre,no,no,61,open,2017-03-15
CRG_015,Crawford Oaks WDNR,3,2018,0,post,no,no,77,open,2018-03-15
CRG_015,Crawford Oaks WDNR,3,2019,1,post,no,no,119,open,2019-03-15
CRG_015,Crawford Oaks WDNR,4,2015,-3,pre,no,no,228,open,2015-04-15
CRG_015,Crawford Oaks WDNR,4,2016,-2,pre,no,no,778,open,2016-04-15
CRG_015,Crawford Oaks WDNR,4,2017,-1,pre,no,no,82,open,2017-04-15
CRG_015,Crawford Oaks WDNR,4,2018,0,post,no,no,104,open,2018-04-15
CRG_015,Crawford Oaks WDNR,4,2019,1,post,no,no,535,open,2019-04-15
CRG_015,Crawford Oaks WDNR,5,2015,-3,pre,no,no,114,open,2015-05-15
CRG_015,Crawford Oaks WDNR,5,2016,-2,pre,no,no,453,open,2016-05-15
CRG_015,Crawford Oaks WDNR,5,2017,-1,pre,no,no,106,open,2017-05-15
CRG_015,Crawford Oaks WDNR,5,2018,0,post,no,no,208,open,2018-05-15
CRG_015,Crawford Oaks WDNR,5,2019,1,post,no,no,743,open,2019-05-15
CRG_015,Crawford Oaks WDNR,6,2015,-3,pre,no,no,127,open,2015-06-15
CRG_015,Crawford Oaks WDNR,6,2016,-2,pre,no,no,331,open,2016-06-15
CRG_015,Crawford Oaks WDNR,6,2017,-1,pre,no,no,145,open,2017-06-15
CRG_015,Crawford Oaks WDNR,6,2018,0,post,no,no,182,open,2018-06-15
CRG_015,Crawford Oaks WDNR,6,2019,1,post,no,no,236,open,2019-06-15
CRG_015,Crawford Oaks WDNR,7,2015,-3,pre,no,no,192,open,2015-07-15
CRG_015,Crawford Oaks WDNR,7,2016,-2,pre,no,no,262,open,2016-07-15
CRG_015,Crawford Oaks WDNR,7,2017,-1,pre,no,no,139,open,2017-07-15
CRG_015,Crawford Oaks WDNR,7,2018,0,post,no,no,132,open,2018-07-15
CRG_015,Crawford Oaks WDNR,7,2019,1,post,no,no,158,open,2019-07-15
CRG_015,Crawford Oaks WDNR,8,2015,-3,pre,no,no,108,open,2015-08-15
CRG_015,Crawford Oaks WDNR,8,2016,-2,pre,no,no,161,open,2016-08-15
CRG_015,Crawford Oaks WDNR,8,2017,-1,pre,no,no,168,open,2017-08-15
CRG_015,Crawford Oaks WDNR,8,2018,0,post,no,no,158,open,2018-08-15
CRG_015,Crawford Oaks WDNR,8,2019,1,post,no,no,177,open,2019-08-15
CRG_015,Crawford Oaks WDNR,9,2014,-3,pre,no,no,99,open,2014-09-15
CRG_015,Crawford Oaks WDNR,9,2015,-2,pre,no,no,94,open,2015-09-15
CRG_015,Crawford Oaks WDNR,9,2016,-2,pre,no,no,44,open,2016-09-15
CRG_015,Crawford Oaks WDNR,9,2016,-1,pre,no,no,159,open,2016-09-15
CRG_015,Crawford Oaks WDNR,9,2017,0,post,no,no,85,open,2017-09-15
CRG_015,Crawford Oaks WDNR,9,2018,1,post,no,no,89,open,2018-09-15
CRG_015,Crawford Oaks WDNR,10,2014,-3,pre,no,no,67,open,2014-10-15
CRG_015,Crawford Oaks WDNR,10,2015,-2,pre,no,no,74,open,2015-10-15
CRG_015,Crawford Oaks WDNR,10,2016,-1,pre,no,no,38,open,2016-10-15
CRG_015,Crawford Oaks WDNR,10,2017,0,post,no,no,67,open,2017-10-15
CRG_015,Crawford Oaks WDNR,10,2018,1,post,no,no,70,open,2018-10-15
CRG_015,Crawford Oaks WDNR,11,2014,-3,pre,no,no,36,open,2014-11-15
CRG_015,Crawford Oaks WDNR,11,2015,-2,pre,no,no,38,open,2015-11-15
CRG_015,Crawford Oaks WDNR,11,2016,-1,pre,no,no,37,open,2016-11-15
CRG_015,Crawford Oaks WDNR,11,2017,0,post,no,no,40,open,2017-11-15
CRG_015,Crawford Oaks WDNR,11,2018,1,post,no,no,115,open,2018-11-15
CRG_015,Crawford Oaks WDNR,12,2014,-3,pre,no,no,21,open,2014-12-15
CRG_015,Crawford Oaks WDNR,12,2015,-2,pre,no,no,25,open,2015-12-15
CRG_015,Crawford Oaks WDNR,12,2016,-1,pre,no,no,29,open,2016-12-15
CRG_015,Crawford Oaks WDNR,12,2017,0,post,no,no,28,open,2017-12-15
CRG_015,Crawford Oaks WDNR,12,2018,1,post,no,no,35,open,2018-12-15
CRG_016,Mosier Plateau FCG trail,1,2015,-3,pre,no,no,37,open,2015-01-15
CRG_016,Mosier Plateau FCG trail,1,2016,-2,pre,no,no,26,open,2016-01-15
CRG_016,Mosier Plateau FCG trail,1,2017,-1,pre,no,no,49,open,2017-01-15
CRG_016,Mosier Plateau FCG trail,1,2018,0,post,no,no,18,open,2018-01-15
CRG_016,Mosier Plateau FCG trail,1,2019,1,post,no,no,38,open,2019-01-15
CRG_016,Mosier Plateau FCG trail,2,2015,-3,pre,no,no,48,open,2015-02-15
CRG_016,Mosier Plateau FCG trail,2,2016,-2,pre,no,no,56,open,2016-02-15
CRG_016,Mosier Plateau FCG trail,2,2017,-1,pre,no,no,42,open,2017-02-15
CRG_016,Mosier Plateau FCG trail,2,2018,0,post,no,no,34,open,2018-02-15
CRG_016,Mosier Plateau FCG trail,2,2019,1,post,no,no,36,open,2019-02-15
CRG_016,Mosier Plateau FCG trail,3,2015,-3,pre,no,no,91,open,2015-03-15
CRG_016,Mosier Plateau FCG trail,3,2016,-2,pre,no,no,257,open,2016-03-15
CRG_016,Mosier Plateau FCG trail,3,2017,-1,pre,no,no,129,open,2017-03-15
CRG_016,Mosier Plateau FCG trail,3,2018,0,post,no,no,91,open,2018-03-15
CRG_016,Mosier Plateau FCG trail,3,2019,1,post,no,no,87,open,2019-03-15
CRG_016,Mosier Plateau FCG trail,4,2015,-3,pre,no,no,385,open,2015-04-15
CRG_016,Mosier Plateau FCG trail,4,2016,-2,pre,no,no,715,open,2016-04-15
CRG_016,Mosier Plateau FCG trail,4,2017,-1,pre,no,no,281,open,2017-04-15
CRG_016,Mosier Plateau FCG trail,4,2018,0,post,no,no,107,open,2018-04-15
CRG_016,Mosier Plateau FCG trail,4,2019,1,post,no,no,165,open,2019-04-15
CRG_016,Mosier Plateau FCG trail,5,2015,-3,pre,no,no,237,open,2015-05-15
CRG_016,Mosier Plateau FCG trail,5,2016,-2,pre,no,no,672,open,2016-05-15
CRG_016,Mosier Plateau FCG trail,5,2017,-1,pre,no,no,601,open,2017-05-15
CRG_016,Mosier Plateau FCG trail,5,2018,0,post,no,no,299,open,2018-05-15
CRG_016,Mosier Plateau FCG trail,5,2019,1,post,no,no,312,open,2019-05-15
CRG_016,Mosier Plateau FCG trail,6,2015,-3,pre,no,no,340,open,2015-06-15
CRG_016,Mosier Plateau FCG trail,6,2016,-2,pre,no,no,333,open,2016-06-15
CRG_016,Mosier Plateau FCG trail,6,2017,-1,pre,no,no,895,open,2017-06-15
CRG_016,Mosier Plateau FCG trail,6,2018,0,post,no,no,157,open,2018-06-15
CRG_016,Mosier Plateau FCG trail,6,2019,1,post,no,no,155,open,2019-06-15
CRG_016,Mosier Plateau FCG trail,7,2015,-3,pre,no,no,478,open,2015-07-15
CRG_016,Mosier Plateau FCG trail,7,2016,-2,pre,no,no,356,open,2016-07-15
CRG_016,Mosier Plateau FCG trail,7,2017,-1,pre,no,no,834,open,2017-07-15
CRG_016,Mosier Plateau FCG trail,7,2018,0,post,no,no,171,open,2018-07-15
CRG_016,Mosier Plateau FCG trail,7,2019,1,post,no,no,181,open,2019-07-15
CRG_016,Mosier Plateau FCG trail,8,2015,-3,pre,no,no,272,open,2015-08-15
CRG_016,Mosier Plateau FCG trail,8,2016,-2,pre,no,no,495,open,2016-08-15
CRG_016,Mosier Plateau FCG trail,8,2017,-1,pre,no,no,275,open,2017-08-15
CRG_016,Mosier Plateau FCG trail,8,2018,0,post,no,no,205,open,2018-08-15
CRG_016,Mosier Plateau FCG trail,8,2019,1,post,no,no,181,open,2019-08-15
CRG_016,Mosier Plateau FCG trail,9,2014,-3,pre,no,no,148,open,2014-09-15
CRG_016,Mosier Plateau FCG trail,9,2015,-2,pre,no,no,221,open,2015-09-15
CRG_016,Mosier Plateau FCG trail,9,2016,-2,pre,no,no,59,open,2016-09-15
CRG_016,Mosier Plateau FCG trail,9,2016,-1,pre,no,no,213,open,2016-09-15
CRG_016,Mosier Plateau FCG trail,9,2017,0,post,no,no,83,open,2017-09-15
CRG_016,Mosier Plateau FCG trail,9,2018,1,post,no,no,88,open,2018-09-15
CRG_016,Mosier Plateau FCG trail,10,2014,-3,pre,no,no,80,open,2014-10-15
CRG_016,Mosier Plateau FCG trail,10,2015,-2,pre,no,no,142,open,2015-10-15
CRG_016,Mosier Plateau FCG trail,10,2016,-1,pre,no,no,70,open,2016-10-15
CRG_016,Mosier Plateau FCG trail,10,2017,0,post,no,no,57,open,2017-10-15
CRG_016,Mosier Plateau FCG trail,10,2018,1,post,no,no,66,open,2018-10-15
CRG_016,Mosier Plateau FCG trail,11,2014,-3,pre,no,no,36,open,2014-11-15
CRG_016,Mosier Plateau FCG trail,11,2015,-2,pre,no,no,71,open,2015-11-15
CRG_016,Mosier Plateau FCG trail,11,2016,-1,pre,no,no,95,open,2016-11-15
CRG_016,Mosier Plateau FCG trail,11,2017,0,post,no,no,37,open,2017-11-15
CRG_016,Mosier Plateau FCG trail,11,2018,1,post,no,no,59,open,2018-11-15
CRG_016,Mosier Plateau FCG trail,12,2014,-3,pre,no,no,19,open,2014-12-15
CRG_016,Mosier Plateau FCG trail,12,2015,-2,pre,no,no,23,open,2015-12-15
CRG_016,Mosier Plateau FCG trail,12,2016,-1,pre,no,no,78,open,2016-12-15
CRG_016,Mosier Plateau FCG trail,12,2017,0,post,no,no,26,open,2017-12-15
CRG_016,Mosier Plateau FCG trail,12,2018,1,post,no,no,25,open,2018-12-15
CRG_017,Memaloose trail,1,2015,-3,pre,no,no,28,open,2015-01-15
CRG_017,Memaloose trail,1,2016,-2,pre,no,no,17,open,2016-01-15
CRG_017,Memaloose trail,1,2017,-1,pre,no,no,28,open,2017-01-15
CRG_017,Memaloose trail,1,2018,0,post,no,no,18,open,2018-01-15
CRG_017,Memaloose trail,1,2019,1,post,no,no,32,open,2019-01-15
CRG_017,Memaloose trail,2,2015,-3,pre,no,no,44,open,2015-02-15
CRG_017,Memaloose trail,2,2016,-2,pre,no,no,27,open,2016-02-15
CRG_017,Memaloose trail,2,2017,-1,pre,no,no,26,open,2017-02-15
CRG_017,Memaloose trail,2,2018,0,post,no,no,32,open,2018-02-15
CRG_017,Memaloose trail,2,2019,1,post,no,no,38,open,2019-02-15
CRG_017,Memaloose trail,3,2015,-3,pre,no,no,50,open,2015-03-15
CRG_017,Memaloose trail,3,2016,-2,pre,no,no,66,open,2016-03-15
CRG_017,Memaloose trail,3,2017,-1,pre,no,no,49,open,2017-03-15
CRG_017,Memaloose trail,3,2018,0,post,no,no,78,open,2018-03-15
CRG_017,Memaloose trail,3,2019,1,post,no,no,75,open,2019-03-15
CRG_017,Memaloose trail,4,2015,-3,pre,no,no,110,open,2015-04-15
CRG_017,Memaloose trail,4,2016,-2,pre,no,no,90,open,2016-04-15
CRG_017,Memaloose trail,4,2017,-1,pre,no,no,67,open,2017-04-15
CRG_017,Memaloose trail,4,2018,0,post,no,no,106,open,2018-04-15
CRG_017,Memaloose trail,4,2019,1,post,no,no,135,open,2019-04-15
CRG_017,Memaloose trail,5,2015,-3,pre,no,no,111,open,2015-05-15
CRG_017,Memaloose trail,5,2016,-2,pre,no,no,118,open,2016-05-15
CRG_017,Memaloose trail,5,2017,-1,pre,no,no,106,open,2017-05-15
CRG_017,Memaloose trail,5,2018,0,post,no,no,169,open,2018-05-15
CRG_017,Memaloose trail,5,2019,1,post,no,no,239,open,2019-05-15
CRG_017,Memaloose trail,6,2015,-3,pre,no,no,131,open,2015-06-15
CRG_017,Memaloose trail,6,2016,-2,pre,no,no,140,open,2016-06-15
CRG_017,Memaloose trail,6,2017,-1,pre,no,no,145,open,2017-06-15
CRG_017,Memaloose trail,6,2018,0,post,no,no,130,open,2018-06-15
CRG_017,Memaloose trail,6,2019,1,post,no,no,134,open,2019-06-15
CRG_017,Memaloose trail,7,2015,-3,pre,no,no,171,open,2015-07-15
CRG_017,Memaloose trail,7,2016,-2,pre,no,no,122,open,2016-07-15
CRG_017,Memaloose trail,7,2017,-1,pre,no,no,132,open,2017-07-15
CRG_017,Memaloose trail,7,2018,0,post,no,no,139,open,2018-07-15
CRG_017,Memaloose trail,7,2019,1,post,no,no,148,open,2019-07-15
CRG_017,Memaloose trail,8,2015,-3,pre,no,no,108,open,2015-08-15
CRG_017,Memaloose trail,8,2016,-2,pre,no,no,124,open,2016-08-15
CRG_017,Memaloose trail,8,2017,-1,pre,no,no,123,open,2017-08-15
CRG_017,Memaloose trail,8,2018,0,post,no,no,158,open,2018-08-15
CRG_017,Memaloose trail,8,2019,1,post,no,no,162,open,2019-08-15
CRG_017,Memaloose trail,9,2014,-3,pre,no,no,95,open,2014-09-15
CRG_017,Memaloose trail,9,2015,-2,pre,no,no,94,open,2015-09-15
CRG_017,Memaloose trail,9,2016,-2,pre,no,no,27,open,2016-09-15
CRG_017,Memaloose trail,9,2016,-1,pre,no,no,88,open,2016-09-15
CRG_017,Memaloose trail,9,2017,0,post,no,no,79,open,2017-09-15
CRG_017,Memaloose trail,9,2018,1,post,no,no,93,open,2018-09-15
CRG_017,Memaloose trail,10,2014,-3,pre,no,no,65,open,2014-10-15
CRG_017,Memaloose trail,10,2015,-2,pre,no,no,74,open,2015-10-15
CRG_017,Memaloose trail,10,2016,-1,pre,no,no,38,open,2016-10-15
CRG_017,Memaloose trail,10,2017,0,post,no,no,57,open,2017-10-15
CRG_017,Memaloose trail,10,2018,1,post,no,no,70,open,2018-10-15
CRG_017,Memaloose trail,11,2014,-3,pre,no,no,36,open,2014-11-15
CRG_017,Memaloose trail,11,2015,-2,pre,no,no,34,open,2015-11-15
CRG_017,Memaloose trail,11,2016,-1,pre,no,no,37,open,2016-11-15
CRG_017,Memaloose trail,11,2017,0,post,no,no,37,open,2017-11-15
CRG_017,Memaloose trail,11,2018,1,post,no,no,64,open,2018-11-15
CRG_017,Memaloose trail,12,2014,-3,pre,no,no,19,open,2014-12-15
CRG_017,Memaloose trail,12,2015,-2,pre,no,no,23,open,2015-12-15
CRG_017,Memaloose trail,12,2016,-1,pre,no,no,29,open,2016-12-15
CRG_017,Memaloose trail,12,2017,0,post,no,no,26,open,2017-12-15
CRG_017,Memaloose trail,12,2018,1,post,no,no,19,open,2018-12-15
CRG_018,Tamanawas Falls trail,1,2015,-3,pre,no,no,117,open,2015-01-15
CRG_018,Tamanawas Falls trail,1,2016,-2,pre,no,no,341,open,2016-01-15
CRG_018,Tamanawas Falls trail,1,2017,-1,pre,no,no,1018,open,2017-01-15
CRG_018,Tamanawas Falls trail,1,2018,0,post,no,no,508,open,2018-01-15
CRG_018,Tamanawas Falls trail,1,2019,1,post,no,no,1083,open,2019-01-15
CRG_018,Tamanawas Falls trail,2,2015,-3,pre,no,no,245,open,2015-02-15
CRG_018,Tamanawas Falls trail,2,2016,-2,pre,no,no,359,open,2016-02-15
CRG_018,Tamanawas Falls trail,2,2017,-1,pre,no,no,690,open,2017-02-15
CRG_018,Tamanawas Falls trail,2,2018,0,post,no,no,707,open,2018-02-15
CRG_018,Tamanawas Falls trail,2,2019,1,post,no,no,1319,open,2019-02-15
CRG_018,Tamanawas Falls trail,3,2015,-3,pre,no,no,314,open,2015-03-15
CRG_018,Tamanawas Falls trail,3,2016,-2,pre,no,no,626,open,2016-03-15
CRG_018,Tamanawas Falls trail,3,2017,-1,pre,no,no,764,open,2017-03-15
CRG_018,Tamanawas Falls trail,3,2018,0,post,no,no,1407,open,2018-03-15
CRG_018,Tamanawas Falls trail,3,2019,1,post,no,no,1655,open,2019-03-15
CRG_018,Tamanawas Falls trail,4,2015,-3,pre,no,no,518,open,2015-04-15
CRG_018,Tamanawas Falls trail,4,2016,-2,pre,no,no,1057,open,2016-04-15
CRG_018,Tamanawas Falls trail,4,2017,-1,pre,no,no,577,open,2017-04-15
CRG_018,Tamanawas Falls trail,4,2018,0,post,no,no,1219,open,2018-04-15
CRG_018,Tamanawas Falls trail,4,2019,1,post,no,no,1168,open,2019-04-15
CRG_018,Tamanawas Falls trail,5,2015,-3,pre,no,no,652,open,2015-05-15
CRG_018,Tamanawas Falls trail,5,2016,-2,pre,no,no,2590,open,2016-05-15
CRG_018,Tamanawas Falls trail,5,2017,-1,pre,no,no,1846,open,2017-05-15
CRG_018,Tamanawas Falls trail,5,2018,0,post,no,no,5358,open,2018-05-15
CRG_018,Tamanawas Falls trail,5,2019,1,post,no,no,4034,open,2019-05-15
CRG_018,Tamanawas Falls trail,6,2015,-3,pre,no,no,1034,open,2015-06-15
CRG_018,Tamanawas Falls trail,6,2016,-2,pre,no,no,3116,open,2016-06-15
CRG_018,Tamanawas Falls trail,6,2017,-1,pre,no,no,3643,open,2017-06-15
CRG_018,Tamanawas Falls trail,6,2018,0,post,no,no,4499,open,2018-06-15
CRG_018,Tamanawas Falls trail,6,2019,1,post,no,no,4623,open,2019-06-15
CRG_018,Tamanawas Falls trail,7,2015,-3,pre,no,no,1393,open,2015-07-15
CRG_018,Tamanawas Falls trail,7,2016,-2,pre,no,no,2890,open,2016-07-15
CRG_018,Tamanawas Falls trail,7,2017,-1,pre,no,no,3161,open,2017-07-15
CRG_018,Tamanawas Falls trail,7,2018,0,post,no,no,4068,open,2018-07-15
CRG_018,Tamanawas Falls trail,7,2019,1,post,no,no,5787,open,2019-07-15
CRG_018,Tamanawas Falls trail,8,2015,-3,pre,no,no,744,open,2015-08-15
CRG_018,Tamanawas Falls trail,8,2016,-2,pre,no,no,1996,open,2016-08-15
CRG_018,Tamanawas Falls trail,8,2017,-1,pre,no,no,2821,open,2017-08-15
CRG_018,Tamanawas Falls trail,8,2018,0,post,no,no,5056,open,2018-08-15
CRG_018,Tamanawas Falls trail,8,2019,1,post,no,no,7263,open,2019-08-15
CRG_018,Tamanawas Falls trail,9,2014,-3,pre,no,no,336,open,2014-09-15
CRG_018,Tamanawas Falls trail,9,2015,-2,pre,no,no,880,open,2015-09-15
CRG_018,Tamanawas Falls trail,9,2016,-2,pre,no,no,442,open,2016-09-15
CRG_018,Tamanawas Falls trail,9,2016,-1,pre,no,no,2071,open,2016-09-15
CRG_018,Tamanawas Falls trail,9,2017,0,post,no,no,1048,open,2017-09-15
CRG_018,Tamanawas Falls trail,9,2018,1,post,no,no,2415,open,2018-09-15
