siteid,Name,month,year,years_fire,pre_post_fire,burned,closed_ever,tot_vis,closed_month,d2p
CRG_008,Eagle Creek,1,2015,-3,pre,yes,yes,375,open,2015-01-15
CRG_008,Eagle Creek,1,2016,-2,pre,yes,yes,467,open,2016-01-15
CRG_008,Eagle Creek,1,2017,-1,pre,yes,yes,406,open,2017-01-15
CRG_008,Eagle Creek,1,2018,0,post,yes,yes,0,closed,2018-01-15
CRG_008,Eagle Creek,1,2019,1,post,yes,yes,0,closed,2019-01-15
CRG_008,Eagle Creek,2,2015,-3,pre,yes,yes,1050,open,2015-02-15
CRG_008,Eagle Creek,2,2016,-2,pre,yes,yes,991,open,2016-02-15
CRG_008,Eagle Creek,2,2017,-1,pre,yes,yes,387,open,2017-02-15
CRG_008,Eagle Creek,2,2018,0,post,yes,yes,0,closed,2018-02-15
CRG_008,Eagle Creek,2,2019,1,post,yes,yes,0,closed,2019-02-15
CRG_008,Eagle Creek,3,2015,-3,pre,yes,yes,1021,open,2015-03-15
CRG_008,Eagle Creek,3,2016,-2,pre,yes,yes,2169,open,2016-03-15
CRG_008,Eagle Creek,3,2017,-1,pre,yes,yes,1923,open,2017-03-15
CRG_008,Eagle Creek,3,2018,0,post,yes,yes,0,closed,2018-03-15
CRG_008,Eagle Creek,3,2019,1,post,yes,yes,0,closed,2019-03-15
CRG_008,Eagle Creek,4,2015,-3,pre,yes,yes,2670,open,2015-04-15
CRG_008,Eagle Creek,4,2016,-2,pre,yes,yes,4594,open,2016-04-15
CRG_008,Eagle Creek,4,2017,-1,pre,yes,yes,3907,open,2017-04-15
CRG_008,Eagle Creek,4,2018,0,post,yes,yes,0,closed,2018-04-15
CRG_008,Eagle Creek,4,2019,1,post,yes,yes,0,closed,2019-04-15
CRG_008,Eagle Creek,5,2015,-3,pre,yes,yes,3866,open,2015-05-15
CRG_008,Eagle Creek,5,2016,-2,pre,yes,yes,8366,open,2016-05-15
CRG_008,Eagle Creek,5,2017,-1,pre,yes,yes,7325,open,2017-05-15
CRG_008,Eagle Creek,5,2018,0,post,yes,yes,0,closed,2018-05-15
CRG_008,Eagle Creek,5,2019,1,post,yes,yes,0,closed,2019-05-15
CRG_008,Eagle Creek,6,2015,-3,pre,yes,yes,5223,open,2015-06-15
CRG_008,Eagle Creek,6,2016,-2,pre,yes,yes,9457,open,2016-06-15
CRG_008,Eagle Creek,6,2017,-1,pre,yes,yes,10239,open,2017-06-15
CRG_008,Eagle Creek,6,2018,0,post,yes,yes,0,closed,2018-06-15
CRG_008,Eagle Creek,6,2019,1,post,yes,yes,0,closed,2019-06-15
CRG_008,Eagle Creek,7,2015,-3,pre,yes,yes,7403,open,2015-07-15
CRG_008,Eagle Creek,7,2016,-2,pre,yes,yes,8735,open,2016-07-15
CRG_008,Eagle Creek,7,2017,-1,pre,yes,yes,7105,open,2017-07-15
CRG_008,Eagle Creek,7,2018,0,post,yes,yes,0,closed,2018-07-15
CRG_008,Eagle Creek,7,2019,1,post,yes,yes,0,closed,2019-07-15
CRG_008,Eagle Creek,8,2015,-3,pre,yes,yes,4533,open,2015-08-15
CRG_008,Eagle Creek,8,2016,-2,pre,yes,yes,10146,open,2016-08-15
CRG_008,Eagle Creek,8,2017,-1,pre,yes,yes,6014,open,2017-08-15
CRG_008,Eagle Creek,8,2018,0,post,yes,yes,0,closed,2018-08-15
CRG_008,Eagle Creek,8,2019,1,post,yes,yes,0,closed,2019-08-15
CRG_008,Eagle Creek,9,2014,-3,pre,yes,yes,802,open,2014-09-15
CRG_008,Eagle Creek,9,2015,-2,pre,yes,yes,4406,open,2015-09-15
CRG_008,Eagle Creek,9,2016,-2,pre,yes,yes,1392,open,2016-09-15
CRG_008,Eagle Creek,9,2016,-1,pre,yes,yes,3989,open,2016-09-15
CRG_008,Eagle Creek,9,2017,0,post,yes,yes,0,closed,2017-09-15
CRG_008,Eagle Creek,9,2018,1,post,yes,yes,0,closed,2018-09-15
CRG_008,Eagle Creek,10,2014,-3,pre,yes,yes,448,open,2014-10-15
CRG_008,Eagle Creek,10,2015,-2,pre,yes,yes,1992,open,2015-10-15
CRG_008,Eagle Creek,10,2016,-1,pre,yes,yes,1185,open,2016-10-15
CRG_008,Eagle Creek,10,2017,0,post,yes,yes,0,closed,2017-10-15
CRG_008,Eagle Creek,10,2018,1,post,yes,yes,0,closed,2018-10-15
CRG_008,Eagle Creek,11,2014,-3,pre,yes,yes,391,open,2014-11-15
CRG_008,Eagle Creek,11,2015,-2,pre,yes,yes,845,open,2015-11-15
CRG_008,Eagle Creek,11,2016,-1,pre,yes,yes,1212,open,2016-11-15
CRG_008,Eagle Creek,11,2017,0,post,yes,yes,0,closed,2017-11-15
CRG_008,Eagle Creek,11,2018,1,post,yes,yes,0,closed,2018-11-15
CRG_008,Eagle Creek,12,2014,-3,pre,yes,yes,161,open,2014-12-15
CRG_008,Eagle Creek,12,2015,-2,pre,yes,yes,447,open,2015-12-15
CRG_008,Eagle Creek,12,2016,-1,pre,yes,yes,617,open,2016-12-15
CRG_008,Eagle Creek,12,2017,0,post,yes,yes,0,closed,2017-12-15
CRG_008,Eagle Creek,12,2018,1,post,yes,yes,0,closed,2018-12-15
CRG_009,Indian Springs,1,2015,-3,pre,yes,yes,33,open,2015-01-15
CRG_009,Indian Springs,1,2016,-2,pre,yes,yes,19,open,2016-01-15
CRG_009,Indian Springs,1,2017,-1,pre,yes,yes,29,open,2017-01-15
CRG_009,Indian Springs,1,2018,0,post,yes,yes,0,closed,2018-01-15
CRG_009,Indian Springs,1,2019,1,post,yes,yes,0,closed,2019-01-15
CRG_009,Indian Springs,2,2015,-3,pre,yes,yes,50,open,2015-02-15
CRG_009,Indian Springs,2,2016,-2,pre,yes,yes,33,open,2016-02-15
CRG_009,Indian Springs,2,2017,-1,pre,yes,yes,30,open,2017-02-15
CRG_009,Indian Springs,2,2018,0,post,yes,yes,0,closed,2018-02-15
CRG_009,Indian Springs,2,2019,1,post,yes,yes,0,closed,2019-02-15
CRG_009,Indian Springs,3,2015,-3,pre,yes,yes,58,open,2015-03-15
CRG_009,Indian Springs,3,2016,-2,pre,yes,yes,72,open,2016-03-15
CRG_009,Indian Springs,3,2017,-1,pre,yes,yes,60,open,2017-03-15
CRG_009,Indian Springs,3,2018,0,post,yes,yes,0,closed,2018-03-15
CRG_009,Indian Springs,3,2019,1,post,yes,yes,0,closed,2019-03-15
CRG_009,Indian Springs,4,2015,-3,pre,yes,yes,120,open,2015-04-15
CRG_009,Indian Springs,4,2016,-2,pre,yes,yes,113,open,2016-04-15
CRG_009,Indian Springs,4,2017,-1,pre,yes,yes,101,open,2017-04-15
CRG_009,Indian Springs,4,2018,0,post,yes,yes,0,closed,2018-04-15
CRG_009,Indian Springs,4,2019,1,post,yes,yes,0,closed,2019-04-15
CRG_009,Indian Springs,5,2015,-3,pre,yes,yes,149,open,2015-05-15
CRG_009,Indian Springs,5,2016,-2,pre,yes,yes,154,open,2016-05-15
CRG_009,Indian Springs,5,2017,-1,pre,yes,yes,182,open,2017-05-15
CRG_009,Indian Springs,5,2018,0,post,yes,yes,0,closed,2018-05-15
CRG_009,Indian Springs,5,2019,1,post,yes,yes,0,closed,2019-05-15
CRG_009,Indian Springs,6,2015,-3,pre,yes,yes,169,open,2015-06-15
CRG_009,Indian Springs,6,2016,-2,pre,yes,yes,193,open,2016-06-15
CRG_009,Indian Springs,6,2017,-1,pre,yes,yes,275,open,2017-06-15
CRG_009,Indian Springs,6,2018,0,post,yes,yes,0,closed,2018-06-15
CRG_009,Indian Springs,6,2019,1,post,yes,yes,0,closed,2019-06-15
CRG_009,Indian Springs,7,2015,-3,pre,yes,yes,223,open,2015-07-15
CRG_009,Indian Springs,7,2016,-2,pre,yes,yes,160,open,2016-07-15
CRG_009,Indian Springs,7,2017,-1,pre,yes,yes,228,open,2017-07-15
CRG_009,Indian Springs,7,2018,0,post,yes,yes,0,closed,2018-07-15
CRG_009,Indian Springs,7,2019,1,post,yes,yes,0,closed,2019-07-15
CRG_009,Indian Springs,8,2015,-3,pre,yes,yes,133,open,2015-08-15
CRG_009,Indian Springs,8,2016,-2,pre,yes,yes,163,open,2016-08-15
CRG_009,Indian Springs,8,2017,-1,pre,yes,yes,181,open,2017-08-15
CRG_009,Indian Springs,8,2018,0,post,yes,yes,0,closed,2018-08-15
CRG_009,Indian Springs,8,2019,1,post,yes,yes,0,closed,2019-08-15
CRG_009,Indian Springs,9,2014,-3,pre,yes,yes,109,open,2014-09-15
CRG_009,Indian Springs,9,2015,-2,pre,yes,yes,123,open,2015-09-15
CRG_009,Indian Springs,9,2016,-2,pre,yes,yes,42,open,2016-09-15
CRG_009,Indian Springs,9,2016,-1,pre,yes,yes,110,open,2016-09-15
CRG_009,Indian Springs,9,2017,0,post,yes,yes,0,closed,2017-09-15
CRG_009,Indian Springs,9,2018,1,post,yes,yes,0,closed,2018-09-15
CRG_009,Indian Springs,10,2014,-3,pre,yes,yes,68,open,2014-10-15
CRG_009,Indian Springs,10,2015,-2,pre,yes,yes,85,open,2015-10-15
CRG_009,Indian Springs,10,2016,-1,pre,yes,yes,47,open,2016-10-15
CRG_009,Indian Springs,10,2017,0,post,yes,yes,0,closed,2017-10-15
CRG_009,Indian Springs,10,2018,1,post,yes,yes,0,closed,2018-10-15
CRG_009,Indian Springs,11,2014,-3,pre,yes,yes,39,open,2014-11-15
CRG_009,Indian Springs,11,2015,-2,pre,yes,yes,41,open,2015-11-15
CRG_009,Indian Springs,11,2016,-1,pre,yes,yes,40,open,2016-11-15
CRG_009,Indian Springs,11,2017,0,post,yes,yes,0,closed,2017-11-15
CRG_009,Indian Springs,11,2018,1,post,yes,yes,0,closed,2018-11-15
CRG_009,Indian Springs,12,2014,-3,pre,yes,yes,20,open,2014-12-15
CRG_009,Indian Springs,12,2015,-2,pre,yes,yes,24,open,2015-12-15
CRG_009,Indian Springs,12,2016,-1,pre,yes,yes,31,open,2016-12-15
CRG_009,Indian Springs,12,2017,0,post,yes,yes,0,closed,2017-12-15
CRG_009,Indian Springs,12,2018,1,post,yes,yes,0,closed,2018-12-15
CRG_010,Ruckel Creek,1,2015,-3,pre,yes,yes,34,open,2015-01-15
CRG_010,Ruckel Creek,1,2016,-2,pre,yes,yes,43,open,2016-01-15
CRG_010,Ruckel Creek,1,2017,-1,pre,yes,yes,28,open,2017-01-15
CRG_010,Ruckel Creek,1,2018,0,post,yes,yes,0,closed,2018-01-15
CRG_010,Ruckel Creek,1,2019,1,post,yes,yes,0,closed,2019-01-15
CRG_010,Ruckel Creek,2,2015,-3,pre,yes,yes,69,open,2015-02-15
CRG_010,Ruckel Creek,2,2016,-2,pre,yes,yes,73,open,2016-02-15
CRG_010,Ruckel Creek,2,2017,-1,pre,yes,yes,26,open,2017-02-15
CRG_010,Ruckel Creek,2,2018,0,post,yes,yes,0,closed,2018-02-15
CRG_010,Ruckel Creek,2,2019,1,post,yes,yes,0,closed,2019-02-15
CRG_010,Ruckel Creek,3,2015,-3,pre,yes,yes,83,open,2015-03-15
CRG_010,Ruckel Creek,3,2016,-2,pre,yes,yes,157,open,2016-03-15
CRG_010,Ruckel Creek,3,2017,-1,pre,yes,yes,69,open,2017-03-15
CRG_010,Ruckel Creek,3,2018,0,post,yes,yes,0,closed,2018-03-15
CRG_010,Ruckel Creek,3,2019,1,post,yes,yes,0,closed,2019-03-15
CRG_010,Ruckel Creek,4,2015,-3,pre,yes,yes,220,open,2015-04-15
CRG_010,Ruckel Creek,4,2016,-2,pre,yes,yes,249,open,2016-04-15
CRG_010,Ruckel Creek,4,2017,-1,pre,yes,yes,205,open,2017-04-15
CRG_010,Ruckel Creek,4,2018,0,post,yes,yes,0,closed,2018-04-15
CRG_010,Ruckel Creek,4,2019,1,post,yes,yes,0,closed,2019-04-15
CRG_010,Ruckel Creek,5,2015,-3,pre,yes,yes,257,open,2015-05-15
CRG_010,Ruckel Creek,5,2016,-2,pre,yes,yes,295,open,2016-05-15
CRG_010,Ruckel Creek,5,2017,-1,pre,yes,yes,459,open,2017-05-15
CRG_010,Ruckel Creek,5,2018,0,post,yes,yes,0,closed,2018-05-15
CRG_010,Ruckel Creek,5,2019,1,post,yes,yes,0,closed,2019-05-15
CRG_010,Ruckel Creek,6,2015,-3,pre,yes,yes,160,open,2015-06-15
CRG_010,Ruckel Creek,6,2016,-2,pre,yes,yes,240,open,2016-06-15
CRG_010,Ruckel Creek,6,2017,-1,pre,yes,yes,694,open,2017-06-15
CRG_010,Ruckel Creek,6,2018,0,post,yes,yes,0,closed,2018-06-15
CRG_010,Ruckel Creek,6,2019,1,post,yes,yes,0,closed,2019-06-15
CRG_010,Ruckel Creek,7,2015,-3,pre,yes,yes,280,open,2015-07-15
CRG_010,Ruckel Creek,7,2016,-2,pre,yes,yes,281,open,2016-07-15
CRG_010,Ruckel Creek,7,2017,-1,pre,yes,yes,455,open,2017-07-15
CRG_010,Ruckel Creek,7,2018,0,post,yes,yes,0,closed,2018-07-15
CRG_010,Ruckel Creek,7,2019,1,post,yes,yes,0,closed,2019-07-15
CRG_010,Ruckel Creek,8,2015,-3,pre,yes,yes,260,open,2015-08-15
CRG_010,Ruckel Creek,8,2016,-2,pre,yes,yes,274,open,2016-08-15
CRG_010,Ruckel Creek,8,2017,-1,pre,yes,yes,225,open,2017-08-15
CRG_010,Ruckel Creek,8,2018,0,post,yes,yes,0,closed,2018-08-15
CRG_010,Ruckel Creek,8,2019,1,post,yes,yes,0,closed,2019-08-15
CRG_010,Ruckel Creek,9,2014,-3,pre,yes,yes,141,open,2014-09-15
CRG_010,Ruckel Creek,9,2015,-2,pre,yes,yes,176,open,2015-09-15
CRG_010,Ruckel Creek,9,2016,-2,pre,yes,yes,98,open,2016-09-15
CRG_010,Ruckel Creek,9,2016,-1,pre,yes,yes,160,open,2016-09-15
CRG_010,Ruckel Creek,9,2017,0,post,yes,yes,0,closed,2017-09-15
CRG_010,Ruckel Creek,9,2018,1,post,yes,yes,0,closed,2018-09-15
CRG_010,Ruckel Creek,10,2014,-3,pre,yes,yes,65,open,2014-10-15
CRG_010,Ruckel Creek,10,2015,-2,pre,yes,yes,203,open,2015-10-15
CRG_010,Ruckel Creek,10,2016,-1,pre,yes,yes,79,open,2016-10-15
CRG_010,Ruckel Creek,10,2017,0,post,yes,yes,0,closed,2017-10-15
CRG_010,Ruckel Creek,10,2018,1,post,yes,yes,0,closed,2018-10-15
CRG_010,Ruckel Creek,11,2014,-3,pre,yes,yes,50,open,2014-11-15
CRG_010,Ruckel Creek,11,2015,-2,pre,yes,yes,63,open,2015-11-15
CRG_010,Ruckel Creek,11,2016,-1,pre,yes,yes,52,open,2016-11-15
CRG_010,Ruckel Creek,11,2017,0,post,yes,yes,0,closed,2017-11-15
CRG_010,Ruckel Creek,11,2018,1,post,yes,yes,0,closed,2018-11-15
CRG_010,Ruckel Creek,12,2014,-3,pre,yes,yes,19,open,2014-12-15
CRG_010,Ruckel Creek,12,2015,-2,pre,yes,yes,54,open,2015-12-15
CRG_010,Ruckel Creek,12,2016,-1,pre,yes,yes,29,open,2016-12-15
CRG_010,Ruckel Creek,12,2017,0,post,yes,yes,0,closed,2017-12-15
CRG_010,Ruckel Creek,12,2018,1,post,yes,yes,0,closed,2018-12-15
CRG_011,Coyote Wall area,1,2015,-3,pre,no,no,86,open,2015-01-15
CRG_011,Coyote Wall area,1,2016,-2,pre,no,no,64,open,2016-01-15
CRG_011,Coyote Wall area,1,2017,-1,pre,no,no,65,open,2017-01-15
CRG_011,Coyote Wall area,1,2018,0,post,no,no,27,open,2018-01-15
CRG_011,Coyote Wall area,1,2019,1,post,no,no,506,open,2019-01-15
CRG_011,Coyote Wall area,2,2015,-3,pre,no,no,298,open,2015-02-15
CRG_011,Coyote Wall area,2,2016,-2,pre,no,no,144,open,2016-02-15
CRG_011,Coyote Wall area,2,2017,-1,pre,no,no,53,open,2017-02-15
CRG_011,Coyote Wall area,2,2018,0,post,no,no,281,open,2018-02-15
CRG_011,Coyote Wall area,2,2019,1,post,no,no,304,open,2019-02-15
CRG_011,Coyote Wall area,3,2015,-3,pre,no,no,314,open,2015-03-15
CRG_011,Coyote Wall area,3,2016,-2,pre,no,no,668,open,2016-03-15
CRG_011,Coyote Wall area,3,2017,-1,pre,no,no,408,open,2017-03-15
CRG_011,Coyote Wall area,3,2018,0,post,no,no,113,open,2018-03-15
CRG_011,Coyote Wall area,3,2019,1,post,no,no,1584,open,2019-03-15
CRG_011,Coyote Wall area,4,2015,-3,pre,no,no,699,open,2015-04-15
CRG_011,Coyote Wall area,4,2016,-2,pre,no,no,927,open,2016-04-15
CRG_011,Coyote Wall area,4,2017,-1,pre,no,no,487,open,2017-04-15
CRG_011,Coyote Wall area,4,2018,0,post,no,no,121,open,2018-04-15
CRG_011,Coyote Wall area,4,2019,1,post,no,no,2574,open,2019-04-15
CRG_011,Coyote Wall area,5,2015,-3,pre,no,no,321,open,2015-05-15
CRG_011,Coyote Wall area,5,2016,-2,pre,no,no,571,open,2016-05-15
CRG_011,Coyote Wall area,5,2017,-1,pre,no,no,868,open,2017-05-15
CRG_011,Coyote Wall area,5,2018,0,post,no,no,285,open,2018-05-15
CRG_011,Coyote Wall area,5,2019,1,post,no,no,5679,open,2019-05-15
CRG_011,Coyote Wall area,6,2015,-3,pre,no,no,195,open,2015-06-15
CRG_011,Coyote Wall area,6,2016,-2,pre,no,no,392,open,2016-06-15
CRG_011,Coyote Wall area,6,2017,-1,pre,no,no,671,open,2017-06-15
CRG_011,Coyote Wall area,6,2018,0,post,no,no,190,open,2018-06-15
CRG_011,Coyote Wall area,6,2019,1,post,no,no,1758,open,2019-06-15
CRG_011,Coyote Wall area,7,2015,-3,pre,no,no,227,open,2015-07-15
CRG_011,Coyote Wall area,7,2016,-2,pre,no,no,549,open,2016-07-15
CRG_011,Coyote Wall area,7,2017,-1,pre,no,no,373,open,2017-07-15
CRG_011,Coyote Wall area,7,2018,0,post,no,no,1336,open,2018-07-15
CRG_011,Coyote Wall area,7,2019,1,post,no,no,1633,open,2019-07-15
CRG_011,Coyote Wall area,8,2015,-3,pre,no,no,191,open,2015-08-15
CRG_011,Coyote Wall area,8,2016,-2,pre,no,no,437,open,2016-08-15
CRG_011,Coyote Wall area,8,2017,-1,pre,no,no,288,open,2017-08-15
CRG_011,Coyote Wall area,8,2018,0,post,no,no,1941,open,2018-08-15
CRG_011,Coyote Wall area,8,2019,1,post,no,no,1417,open,2019-08-15
CRG_011,Coyote Wall area,9,2014,-3,pre,no,no,164,open,2014-09-15
CRG_011,Coyote Wall area,9,2015,-2,pre,no,no,194,open,2015-09-15
CRG_011,Coyote Wall area,9,2016,-2,pre,no,no,119,open,2016-09-15
CRG_011,Coyote Wall area,9,2016,-1,pre,no,no,281,open,2016-09-15
CRG_011,Coyote Wall area,9,2017,0,post,no,no,144,open,2017-09-15
CRG_011,Coyote Wall area,9,2018,1,post,no,no,919,open,2018-09-15
CRG_011,Coyote Wall area,10,2014,-3,pre,no,no,88,open,2014-10-15
CRG_011,Coyote Wall area,10,2015,-2,pre,no,no,145,open,2015-10-15
CRG_011,Coyote Wall area,10,2016,-1,pre,no,no,305,open,2016-10-15
CRG_011,Coyote Wall area,10,2017,0,post,no,no,114,open,2017-10-15
CRG_011,Coyote Wall area,10,2018,1,post,no,no,869,open,2018-10-15
CRG_011,Coyote Wall area,11,2014,-3,pre,no,no,50,open,2014-11-15
CRG_011,Coyote Wall area,11,2015,-2,pre,no,no,127,open,2015-11-15
CRG_011,Coyote Wall area,11,2016,-1,pre,no,no,387,open,2016-11-15
CRG_011,Coyote Wall area,11,2017,0,post,no,no,45,open,2017-11-15
CRG_011,Coyote Wall area,11,2018,1,post,no,no,852,open,2018-11-15
CRG_011,Coyote Wall area,12,2014,-3,pre,no,no,43,open,2014-12-15
CRG_011,Coyote Wall area,12,2015,-2,pre,no,no,50,open,2015-12-15
CRG_011,Coyote Wall area,12,2016,-1,pre,no,no,111,open,2016-12-15
CRG_011,Coyote Wall area,12,2017,0,post,no,no,31,open,2017-12-15
CRG_011,Coyote Wall area,12,2018,1,post,no,no,251,open,2018-12-15
CRG_012,Catherine Creek area,1,2015,-3,pre,no,no,55,open,2015-01-15
CRG_012,Catherine Creek area,1,2016,-2,pre,no,no,74,open,2016-01-15
CRG_012,Catherine Creek area,1,2017,-1,pre,no,no,50,open,2017-01-15
CRG_012,Catherine Creek area,1,2018,0,post,no,no,27,open,2018-01-15
CRG_012,Catherine Creek area,1,2019,1,post,no,no,37,open,2019-01-15
CRG_012,Catherine Creek area,2,2015,-3,pre,no,no,253,open,2015-02-15
CRG_012,Catherine Creek area,2,2016,-2,pre,no,no,172,open,2016-02-15
CRG_012,Catherine Creek area,2,2017,-1,pre,no,no,105,open,2017-02-15
CRG_012,Catherine Creek area,2,2018,0,post,no,no,70,open,2018-02-15
CRG_012,Catherine Creek area,2,2019,1,post,no,no,36,open,2019-02-15
CRG_012,Catherine Creek area,3,2015,-3,pre,no,no,217,open,2015-03-15
CRG_012,Catherine Creek area,3,2016,-2,pre,no,no,815,open,2016-03-15
CRG_012,Catherine Creek area,3,2017,-1,pre,no,no,619,open,2017-03-15
CRG_012,Catherine Creek area,3,2018,0,post,no,no,99,open,2018-03-15
CRG_012,Catherine Creek area,3,2019,1,post,no,no,241,open,2019-03-15
CRG_012,Catherine Creek area,4,2015,-3,pre,no,no,739,open,2015-04-15
CRG_012,Catherine Creek area,4,2016,-2,pre,no,no,1100,open,2016-04-15
CRG_012,Catherine Creek area,4,2017,-1,pre,no,no,517,open,2017-04-15
CRG_012,Catherine Creek area,4,2018,0,post,no,no,213,open,2018-04-15
CRG_012,Catherine Creek area,4,2019,1,post,no,no,290,open,2019-04-15
CRG_012,Catherine Creek area,5,2015,-3,pre,no,no,458,open,2015-05-15
CRG_012,Catherine Creek area,5,2016,-2,pre,no,no,1032,open,2016-05-15
CRG_012,Catherine Creek area,5,2017,-1,pre,no,no,149,open,2017-05-15
CRG_012,Catherine Creek area,5,2018,0,post,no,no,407,open,2018-05-15
CRG_012,Catherine Creek area,5,2019,1,post,no,no,329,open,2019-05-15
CRG_012,Catherine Creek area,6,2015,-3,pre,no,no,174,open,2015-06-15
CRG_012,Catherine Creek area,6,2016,-2,pre,no,no,572,open,2016-06-15
CRG_012,Catherine Creek area,6,2017,-1,pre,no,no,189,open,2017-06-15
CRG_012,Catherine Creek area,6,2018,0,post,no,no,214,open,2018-06-15
CRG_012,Catherine Creek area,6,2019,1,post,no,no,394,open,2019-06-15
CRG_012,Catherine Creek area,7,2015,-3,pre,no,no,206,open,2015-07-15
CRG_012,Catherine Creek area,7,2016,-2,pre,no,no,315,open,2016-07-15
CRG_012,Catherine Creek area,7,2017,-1,pre,no,no,139,open,2017-07-15
CRG_012,Catherine Creek area,7,2018,0,post,no,no,158,open,2018-07-15
CRG_012,Catherine Creek area,7,2019,1,post,no,no,307,open,2019-07-15
CRG_012,Catherine Creek area,8,2015,-3,pre,no,no,204,open,2015-08-15
CRG_012,Catherine Creek area,8,2016,-2,pre,no,no,277,open,2016-08-15
CRG_012,Catherine Creek area,8,2017,-1,pre,no,no,123,open,2017-08-15
CRG_012,Catherine Creek area,8,2018,0,post,no,no,200,open,2018-08-15
CRG_012,Catherine Creek area,8,2019,1,post,no,no,317,open,2019-08-15
CRG_012,Catherine Creek area,9,2014,-3,pre,no,no,139,open,2014-09-15
CRG_012,Catherine Creek area,9,2015,-2,pre,no,no,195,open,2015-09-15
CRG_012,Catherine Creek area,9,2016,-2,pre,no,no,44,open,2016-09-15
CRG_012,Catherine Creek area,9,2016,-1,pre,no,no,199,open,2016-09-15
CRG_012,Catherine Creek area,9,2017,0,post,no,no,95,open,2017-09-15
CRG_012,Catherine Creek area,9,2018,1,post,no,no,88,open,2018-09-15
CRG_012,Catherine Creek area,10,2014,-3,pre,no,no,65,open,2014-10-15
CRG_012,Catherine Creek area,10,2015,-2,pre,no,no,139,open,2015-10-15
CRG_012,Catherine Creek area,10,2016,-1,pre,no,no,120,open,2016-10-15
CRG_012,Catherine Creek area,10,2017,0,post,no,no,84,open,2017-10-15
CRG_012,Catherine Creek area,10,2018,1,post,no,no,78,open,2018-10-15
CRG_012,Catherine Creek area,11,2014,-3,pre,no,no,68,open,2014-11-15
CRG_012,Catherine Creek area,11,2015,-2,pre,no,no,85,open,2015-11-15
CRG_012,Catherine Creek area,11,2016,-1,pre,no,no,137,open,2016-11-15
CRG_012,Catherine Creek area,11,2017,0,post,no,no,51,open,2017-11-15
CRG_012,Catherine Creek area,11,2018,1,post,no,no,67,open,2018-11-15
CRG_012,Catherine Creek area,12,2014,-3,pre,no,no,19,open,2014-12-15
CRG_012,Catherine Creek area,12,2015,-2,pre,no,no,48,open,2015-12-15
CRG_012,Catherine Creek area,12,2016,-1,pre,no,no,94,open,2016-12-15
CRG_012,Catherine Creek area,12,2017,0,post,no,no,28,open,2017-12-15
CRG_012,Catherine Creek area,12,2018,1,post,no,no,24,open,2018-12-15
CRG_013,Cherry Orchard FCG trail,1,2015,-3,pre,no,no,28,open,2015-01-15
CRG_013,Cherry Orchard FCG trail,1,2016,-2,pre,no,no,17,open,2016-01-15
CRG_013,Cherry Orchard FCG trail,1,2017,-1,pre,no,no,28,open,2017-01-15
CRG_013,Cherry Orchard FCG trail,1,2018,0,post,no,no,19,open,2018-01-15
CRG_013,Cherry Orchard FCG trail,1,2019,1,post,no,no,54,open,2019-01-15
CRG_013,Cherry Orchard FCG trail,2,2015,-3,pre,no,no,44,open,2015-02-15
CRG_013,Cherry Orchard FCG trail,2,2016,-2,pre,no,no,29,open,2016-02-15
CRG_013,Cherry Orchard FCG trail,2,2017,-1,pre,no,no,26,open,2017-02-15
CRG_013,Cherry Orchard FCG trail,2,2018,0,post,no,no,36,open,2018-02-15
CRG_013,Cherry Orchard FCG trail,2,2019,1,post,no,no,48,open,2019-02-15
CRG_013,Cherry Orchard FCG trail,3,2015,-3,pre,no,no,48,open,2015-03-15
CRG_013,Cherry Orchard FCG trail,3,2016,-2,pre,no,no,60,open,2016-03-15
CRG_013,Cherry Orchard FCG trail,3,2017,-1,pre,no,no,51,open,2017-03-15
CRG_013,Cherry Orchard FCG trail,3,2018,0,post,no,no,88,open,2018-03-15
CRG_013,Cherry Orchard FCG trail,3,2019,1,post,no,no,159,open,2019-03-15
CRG_013,Cherry Orchard FCG trail,4,2015,-3,pre,no,no,102,open,2015-04-15
CRG_013,Cherry Orchard FCG trail,4,2016,-2,pre,no,no,85,open,2016-04-15
CRG_013,Cherry Orchard FCG trail,4,2017,-1,pre,no,no,86,open,2017-04-15
CRG_013,Cherry Orchard FCG trail,4,2018,0,post,no,no,208,open,2018-04-15
CRG_013,Cherry Orchard FCG trail,4,2019,1,post,no,no,419,open,2019-04-15
CRG_013,Cherry Orchard FCG trail,5,2015,-3,pre,no,no,111,open,2015-05-15
CRG_013,Cherry Orchard FCG trail,5,2016,-2,pre,no,no,115,open,2016-05-15
CRG_013,Cherry Orchard FCG trail,5,2017,-1,pre,no,no,106,open,2017-05-15
CRG_013,Cherry Orchard FCG trail,5,2018,0,post,no,no,393,open,2018-05-15
CRG_013,Cherry Orchard FCG trail,5,2019,1,post,no,no,523,open,2019-05-15
CRG_013,Cherry Orchard FCG trail,6,2015,-3,pre,no,no,127,open,2015-06-15
CRG_013,Cherry Orchard FCG trail,6,2016,-2,pre,no,no,140,open,2016-06-15
CRG_013,Cherry Orchard FCG trail,6,2017,-1,pre,no,no,168,open,2017-06-15
CRG_013,Cherry Orchard FCG trail,6,2018,0,post,no,no,235,open,2018-06-15
CRG_013,Cherry Orchard FCG trail,6,2019,1,post,no,no,260,open,2019-06-15
